format	2
image	atlas_2.webp
cell_size	16	20
world_cell_aspect	1.25
default_zoom	2
placeholder	1	1	16	20
tile_edge_trim	zone_stonebrick_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_stonebrick_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_stonebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_rock_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_wood_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_rock_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_stonebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_rock_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_wood_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_wood_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_stonebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_rock_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_wood_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_blackglass_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_stonebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_rock_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_wood_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_marble_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_stonebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_rock_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_wood_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_dirt	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_grass	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_sand	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_road	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_blackglass_field	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_blackglass_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_marble_floor	zone_wall_shadow	s
tile_edge_trim	zone_whitebrick_wall	zone_whitebrick_floor	zone_wall_shadow	s
tile_edge_trim	zone_deep_water	zone_shallow_water	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_still_water	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_sand	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_grass_light	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_grass_dark	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_dirt_dry	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_dirt_wet	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_road_dirt	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_road_cobblestone	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_stonebrick_floor	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_rock_floor	zone_deep_water	n,e,s,w
tile_edge_trim	zone_deep_water	zone_blackglass_field	zone_deep_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_sand	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_grass_light	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_grass_dark	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_dirt_dry	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_dirt_wet	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_road_dirt	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_road_cobblestone	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_stonebrick_floor	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_rock_floor	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_shallow_water	zone_blackglass_field	zone_shallow_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_sand	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_grass_light	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_grass_dark	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_dirt_dry	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_dirt_wet	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_road_dirt	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_road_cobblestone	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_stonebrick_floor	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_rock_floor	zone_still_water	n,e,s,w
tile_edge_trim	zone_still_water	zone_blackglass_field	zone_still_water	n,e,s,w
tile_edge_trim	zone_sand	zone_grass_light	zone_sand	n,e,s,w
tile_edge_trim	zone_sand	zone_grass_dark	zone_sand	n,e,s,w
tile_edge_trim	zone_road_dirt	zone_grass_light	zone_road_dirt	n,e,s,w
tile_edge_trim	zone_road_dirt	zone_grass_dark	zone_road_dirt	n,e,s,w
tile_edge_trim	zone_road_dirt	zone_dirt_dry	zone_road_dirt	n,e,s,w
tile_edge_trim	zone_road_dirt	zone_dirt_wet	zone_road_dirt	n,e,s,w
tile_edge_trim	zone_road_dirt	zone_stonebrick_floor	zone_road_dirt	n,e,s,w
tile_edge_trim	zone_road_cobblestone	zone_grass_light	zone_road_cobblestone	n,e,s,w
tile_edge_trim	zone_road_cobblestone	zone_grass_dark	zone_road_cobblestone	n,e,s,w
tile_edge_trim	zone_road_cobblestone	zone_dirt_dry	zone_road_cobblestone	n,e,s,w
tile_edge_trim	zone_road_cobblestone	zone_dirt_wet	zone_road_cobblestone	n,e,s,w
tile_edge_trim	zone_road_cobblestone	zone_stonebrick_floor	zone_road_cobblestone	n,e,s,w
tile_edge_trim	zone_grass_dark	zone_grass_light	zone_grass_dark	n,e,s,w
tile_edge_trim	zone_grass_dark	zone_stonebrick_floor	zone_grass_dark	n,e,s,w
tile_edge_trim	zone_grass_dark	zone_dirt_dry	zone_grass_dark	n,e,s,w
tile_edge_trim	zone_grass_dark	zone_dirt_wet	zone_grass_dark	n,e,s,w
tile_edge_trim	zone_wood_wall	zone_grass_light	zone_grass_dark	e
tile_edge_trim	zone_wood_wall	zone_grass_light	zone_grass_dark	w
tile_edge_trim	zone_wood_wall	zone_grass_light	zone_grass_dark	s
tile_edge_trim	zone_grass_light	zone_stonebrick_floor	zone_grass_light	n,e,s,w
tile_edge_trim	zone_grass_light	zone_dirt_dry	zone_grass_light	n,e,s,w
tile_edge_trim	zone_grass_light	zone_dirt_wet	zone_grass_light	n,e,s,w
tile_edge_trim	zone_dirt_dry	zone_stonebrick_floor	zone_dirt_dry	n,e,s,w
tile_edge_trim	zone_dirt_wet	zone_stonebrick_floor	zone_dirt_wet	n,e,s,w
tile_variant_uniform	zone_tiles/zone_tile_stonebrick_wall.png	default=r0	chance=100	variants=r0,r1,r2,r3,r4,r5,r6,r7
tile_variant_uniform	zone_tiles/zone_tile_rock_wall.png	default=r0	chance=100	variants=r0,r1,r2,r3,r4,r5,r6,r7
tile_variant_uniform	zone_tiles/zone_tile_blackglass_wall.png	default=r0	chance=67	variants=r1,r2
tile_variant_uniform	zone_tiles/zone_tile_fence.png	default=r0	chance=100	variants=r0,r1
tile_variant_uniform	zone_tiles/zone_tile_fence_dark.png	default=r0	chance=100	variants=r0,r1
tile_variant_uniform	zone_tiles/zone_tile_blackglass_floor.png	default=r0	chance=80	variants=r1,r2,r3,r4
tile_variant_uniform	zone_tiles/zone_tile_blackglass_field.png	default=r0	chance=100	variants=r0,r1
tile_variant_uniform	zone_tiles/zone_tile_marble_floor.png	default=r0	chance=100	variants=r0,r1,r2,r3
tile_variant_uniform	zone_tiles/zone_tile_deep_water.png	default=r0	chance=20	variants=r1,r2,r3,r4
tile_variant_uniform	zone_tiles/zone_tile_shallow_water.png	default=r0	chance=30	variants=r1,r2,r3,r4
tile_variant_uniform	zone_tiles/zone_tile_still_water.png	default=r0	chance=80	variants=r1,r2,r3,r4
tile_variant_uniform	zone_tiles/zone_tile_sand.png	default=r0	chance=75	variants=r1,r2,r3
tile_variant_uniform	zone_tiles/zone_tile_grass_dark.png	default=r0	chance=50	variants=r1
tile_variant_uniform	zone_tiles/zone_tile_grass_light.png	default=r0	chance=50	variants=r1
tile_variant_uniform	zone_tiles/zone_tile_dirt_dry.png	default=r0	chance=75	variants=r1,r2,r3
tile_variant_uniform	zone_tiles/zone_tile_dirt_wet.png	default=r0	chance=75	variants=r1,r2,r3
tile_variant_uniform	zone_tiles/zone_tile_wood_floor.png	default=r0	chance=80	variants=r1,r2,r3,r4
tile_variant_uniform	zone_tiles/zone_tile_wood_wall.png	default=r0	chance=75	variants=r1,r2,r3
tile_variant_uniform	zone_tiles/zone_tile_road_dirt.png	default=r0	chance=100	variants=r0,r1,r2,r3,r4,outline_r0,outline_r1,outline_r2,outline_r3,outline_r4
tile_variant_uniform	zone_tiles/zone_tile_road_cobblestone.png	default=r0	chance=100	variants=r0,r1,r2,r3,r4,outline_r0,outline_r1,outline_r2,outline_r3,outline_r4
tile_variant_noise	zone_tiles/zone_tile_blackglass_wall.png	field=blackglass_spikes_large	scale=7	threshold=0.18	variants=r5
tile_variant_noise	zone_tiles/zone_tile_blackglass_wall.png	field=blackglass_spikes_small	scale=3	threshold=0.3	variants=r3,r4
tile_variant_noise	zone_tiles/zone_tile_shallow_water.png	field=water_reeds	scale=4	threshold=0.2	variants=reed0,reed1
tile_variant_noise	zone_tiles/zone_tile_shallow_water.png	field=water_rocks	scale=2	threshold=0.35	variants=rock0,rock1,rock2
tile_variant_noise	zone_tiles/zone_tile_grass_dark.png	field=grass_patch	scale=2	threshold=0.4	variants=plant0
tile_variant_noise	zone_tiles/zone_tile_grass_light.png	field=grass_patch	scale=2	threshold=0.2	variants=plant0
prop_random	zone_props/zone_prop_broadleaf_tree.png	variants=r0,r1
prop_random	zone_props/zone_prop_chair_down.png	variants=r0,r1
prop_random	zone_props/zone_prop_chair_left.png	variants=r0,r1
prop_random	zone_props/zone_prop_chair_right.png	variants=r0,r1
prop_random	zone_props/zone_prop_chair_up.png	variants=r0,r1
prop_face_wall_inverse	zone_props/zone_prop_chair.png	up=zone_props/zone_prop_chair_up.png	right=zone_props/zone_prop_chair_right.png	down=zone_props/zone_prop_chair_down.png	left=zone_props/zone_prop_chair_left.png
prop_face_wall_inverse	zone_props/zone_prop_throne.png	up=zone_props/zone_prop_chair_up.png	right=zone_props/zone_prop_chair_right.png	down=zone_props/zone_prop_chair_down.png	left=zone_props/zone_prop_chair_left.png
prop_face_adjacent	zone_props/zone_prop_chair.png	target=zone_props/zone_prop_table_single.png	up=zone_props/zone_prop_chair_up.png	right=zone_props/zone_prop_chair_right.png	down=zone_props/zone_prop_chair_down.png	left=zone_props/zone_prop_chair_left.png
prop_axis2	zone_props/zone_prop_door_closed.png
prop_axis2	zone_props/zone_prop_door_open.png
prop_axis2	zone_props/zone_prop_marble_door_closed.png
prop_axis2	zone_props/zone_prop_marble_door_open.png
prop_axis2	zone_props/zone_prop_runed_steel_door_closed.png
prop_axis2	zone_props/zone_prop_runed_steel_door_open.png
prop_axis2	zone_props/zone_prop_stone_door_closed.png
prop_axis2	zone_props/zone_prop_stone_door_open.png
prop_lattice_pack	zone_props/zone_prop_broadleaf_tree.png
prop_lattice_pack	zone_props/zone_prop_conifer_tree.png
asset	effects/effect_acid.png	51	1	16	20
asset	effects/effect_acid_trap.png	101	1	16	20
asset	effects/effect_alarm_trap.png	151	1	16	20
asset	effects/effect_arrow_trap.png	201	1	16	20
asset	effects/effect_bear_trap.png	251	1	16	20
asset	effects/effect_blood.png	301	1	16	20
asset	effects/effect_caltrops.png	351	1	16	20
asset	effects/effect_cloudkill.png	401	1	16	20
asset	effects/effect_explosive_trap.png	451	1	16	20
asset	effects/effect_falling_rock_trap.png	501	1	16	20
asset	effects/effect_fire.png	551	1	16	20
asset	effects/effect_fog.png	601	1	16	20
asset	effects/effect_force_wall.png	651	1	16	20
asset	effects/effect_healing_aura.png	701	1	16	20
asset	effects/effect_ice.png	751	1	16	20
asset	effects/effect_illusion.png	801	1	16	20
asset	effects/effect_light.png	851	1	16	20
asset	effects/effect_light_trap.png	901	1	16	20
asset	effects/effect_maze.png	951	1	16	20
asset	effects/effect_oil.png	1001	1	16	20
asset	effects/effect_pit_trap.png	1051	1	16	20
asset	effects/effect_pitons.png	1101	1	16	20
asset	effects/effect_poison_needle_trap.png	1151	1	16	20
asset	effects/effect_rope.png	1201	1	16	20
asset	effects/effect_spear_trap.png	1251	1	16	20
asset	effects/effect_target_blocked_endpoint.png	1301	1	16	20
asset	effects/effect_target_blocked_node.png	1351	1	16	20
asset	effects/effect_target_endpoint.png	1401	1	16	20
asset	effects/effect_target_node.png	1451	1	16	20
asset	effects/effect_water_trap.png	1501	1	16	20
asset	effects/effect_web.png	1	63	16	20
asset	effects/effect_wet.png	51	63	16	20
asset	items/item_acid_flask.png	101	63	16	20
asset	items/item_amulet_chain.png	151	63	16	20
asset	items/item_amulet_gem_amber.png	201	63	16	20
asset	items/item_amulet_gem_arcane.png	251	63	16	20
asset	items/item_amulet_gem_attribute.png	301	63	16	20
asset	items/item_amulet_gem_blue.png	351	63	16	20
asset	items/item_amulet_gem_crimson.png	401	63	16	20
asset	items/item_amulet_gem_fire.png	451	63	16	20
asset	items/item_amulet_gem_green.png	501	63	16	20
asset	items/item_amulet_gem_illusion.png	551	63	16	20
asset	items/item_amulet_gem_lightglass.png	601	63	16	20
asset	items/item_amulet_gem_luck.png	651	63	16	20
asset	items/item_amulet_gem_mind.png	701	63	16	20
asset	items/item_amulet_gem_red.png	751	63	16	20
asset	items/item_amulet_gem_skill.png	801	63	16	20
asset	items/item_apothecary_kit.png	851	63	16	20
asset	items/item_armor_body.png	901	63	16	20
asset	items/item_arrow.png	951	63	16	20
asset	items/item_artifact_relic.png	1001	63	16	20
asset	items/item_backpack.png	1051	63	16	20
asset	items/item_bandage.png	1101	63	16	20
asset	items/item_bastard_sword.png	1151	63	16	20
asset	items/item_battle_axe.png	1201	63	16	20
asset	items/item_bear_trap.png	1251	63	16	20
asset	items/item_beer.png	1301	63	16	20
asset	items/item_belt.png	1351	63	16	20
asset	items/item_bolt.png	1401	63	16	20
asset	items/item_boots.png	1451	63	16	20
asset	items/item_bracers.png	1501	63	16	20
asset	items/item_buckler.png	1	125	16	20
asset	items/item_caltrops.png	51	125	16	20
asset	items/item_camouflage_kit.png	101	125	16	20
asset	items/item_camping_kit.png	151	125	16	20
asset	items/item_chain_mail.png	201	125	16	20
asset	items/item_clothing_wearable.png	251	125	16	20
asset	items/item_club.png	301	125	16	20
asset	items/item_coat.png	351	125	16	20
asset	items/item_consumable.png	401	125	16	20
asset	items/item_corpse.png	451	125	16	20
asset	items/item_crystal_focus.png	501	125	16	20
asset	items/item_cup.png	551	125	16	20
asset	items/item_dagger.png	601	125	16	20
asset	items/item_divine_tome.png	651	125	16	20
asset	items/item_field_dressing.png	701	125	16	20
asset	items/item_flail.png	751	125	16	20
asset	items/item_food_bundle.png	801	125	16	20
asset	items/item_gear_metal.png	851	125	16	20
asset	items/item_gem_amber.png	901	125	16	20
asset	items/item_gem_black.png	951	125	16	20
asset	items/item_gem_blue.png	1001	125	16	20
asset	items/item_gem_cut.png	1051	125	16	20
asset	items/item_gem_green.png	1101	125	16	20
asset	items/item_gem_red.png	1151	125	16	20
asset	items/item_gem_violet.png	1201	125	16	20
asset	items/item_gem_white.png	1251	125	16	20
asset	items/item_gloves.png	1301	125	16	20
asset	items/item_gold_pieces.png	1351	125	16	20
asset	items/item_great_axe.png	1401	125	16	20
asset	items/item_halberd.png	1451	125	16	20
asset	items/item_hand_axe.png	1501	125	16	20
asset	items/item_heavy_crossbow.png	1	187	16	20
asset	items/item_helm.png	51	187	16	20
asset	items/item_holy_symbol.png	101	187	16	20
asset	items/item_iron_bracers.png	151	187	16	20
asset	items/item_iron_gauntlets.png	201	187	16	20
asset	items/item_iron_helm.png	251	187	16	20
asset	items/item_iron_pitons.png	301	187	16	20
asset	items/item_kite_shield.png	351	187	16	20
asset	items/item_lantern.png	401	187	16	20
asset	items/item_leather_armor.png	451	187	16	20
asset	items/item_leather_boots.png	501	187	16	20
asset	items/item_leather_cap.png	551	187	16	20
asset	items/item_leather_gloves.png	601	187	16	20
asset	items/item_light_crossbow.png	651	187	16	20
asset	items/item_lockpicks.png	701	187	16	20
asset	items/item_longbow.png	751	187	16	20
asset	items/item_longsword.png	801	187	16	20
asset	items/item_mace.png	851	187	16	20
asset	items/item_magic_artifact.png	901	187	16	20
asset	items/item_magic_enchant.png	951	187	16	20
asset	items/item_magic_plus_1.png	1001	187	16	20
asset	items/item_magic_plus_2.png	1051	187	16	20
asset	items/item_magic_plus_3.png	1101	187	16	20
asset	items/item_material_blackglass.png	1151	187	16	20
asset	items/item_material_lightglass.png	1201	187	16	20
asset	items/item_misc_item.png	1251	187	16	20
asset	items/item_morning_star.png	1301	187	16	20
asset	items/item_net.png	1351	187	16	20
asset	items/item_oil_flask.png	1401	187	16	20
asset	items/item_padded_armor.png	1451	187	16	20
asset	items/item_plate_mail.png	1501	187	16	20
asset	items/item_potion_bottle_large.png	1	249	16	20
asset	items/item_potion_bottle_round.png	51	249	16	20
asset	items/item_potion_bottle_small.png	101	249	16	20
asset	items/item_potion_bottle_tall.png	151	249	16	20
asset	items/item_potion_liquid_amber.png	201	249	16	20
asset	items/item_potion_liquid_azure.png	251	249	16	20
asset	items/item_potion_liquid_black.png	301	249	16	20
asset	items/item_potion_liquid_cloudy.png	351	249	16	20
asset	items/item_potion_liquid_cobalt.png	401	249	16	20
asset	items/item_potion_liquid_crimson.png	451	249	16	20
asset	items/item_potion_liquid_frosted.png	501	249	16	20
asset	items/item_potion_liquid_gold.png	551	249	16	20
asset	items/item_potion_liquid_iron_red.png	601	249	16	20
asset	items/item_potion_liquid_lime.png	651	249	16	20
asset	items/item_potion_liquid_murky.png	701	249	16	20
asset	items/item_potion_liquid_pale.png	751	249	16	20
asset	items/item_potion_liquid_rose.png	801	249	16	20
asset	items/item_potion_liquid_ruby.png	851	249	16	20
asset	items/item_potion_liquid_sapphire.png	901	249	16	20
asset	items/item_potion_liquid_scarlet.png	951	249	16	20
asset	items/item_potion_liquid_silver.png	1001	249	16	20
asset	items/item_potion_liquid_smoky.png	1051	249	16	20
asset	items/item_potion_liquid_sparkling.png	1101	249	16	20
asset	items/item_potion_liquid_storm_blue.png	1151	249	16	20
asset	items/item_potion_liquid_swirly.png	1201	249	16	20
asset	items/item_potion_liquid_thick_green.png	1251	249	16	20
asset	items/item_quarterstaff.png	1301	249	16	20
asset	items/item_rations.png	1351	249	16	20
asset	items/item_relic_stone.png	1401	249	16	20
asset	items/item_repair_kit.png	1451	249	16	20
asset	items/item_ring_band_gold.png	1501	249	16	20
asset	items/item_ring_band_iron.png	1	311	16	20
asset	items/item_ring_band_silver.png	51	311	16	20
asset	items/item_ring_gem_amber.png	101	311	16	20
asset	items/item_ring_gem_arcane.png	151	311	16	20
asset	items/item_ring_gem_attribute.png	201	311	16	20
asset	items/item_ring_gem_blue.png	251	311	16	20
asset	items/item_ring_gem_cold.png	301	311	16	20
asset	items/item_ring_gem_crimson.png	351	311	16	20
asset	items/item_ring_gem_elemental.png	401	311	16	20
asset	items/item_ring_gem_fire.png	451	311	16	20
asset	items/item_ring_gem_green.png	501	311	16	20
asset	items/item_ring_gem_moon.png	551	311	16	20
asset	items/item_ring_gem_red.png	601	311	16	20
asset	items/item_ring_gem_skill.png	651	311	16	20
asset	items/item_ring_mail.png	701	311	16	20
asset	items/item_robe.png	751	311	16	20
asset	items/item_rope.png	801	311	16	20
asset	items/item_rope_belt.png	851	311	16	20
asset	items/item_rune_focus.png	901	311	16	20
asset	items/item_rust_removal_kit.png	951	311	16	20
asset	items/item_rusty_knife.png	1001	311	16	20
asset	items/item_scale_mail.png	1051	311	16	20
asset	items/item_scimitar.png	1101	311	16	20
asset	items/item_scroll_ashen.png	1151	311	16	20
asset	items/item_scroll_black_edged.png	1201	311	16	20
asset	items/item_scroll_blue_wax.png	1251	311	16	20
asset	items/item_scroll_gold_flecked.png	1301	311	16	20
asset	items/item_scroll_label_darash.png	1351	311	16	20
asset	items/item_scroll_label_gold.png	1401	311	16	20
asset	items/item_scroll_label_nehra.png	1451	311	16	20
asset	items/item_scroll_label_quorin.png	1501	311	16	20
asset	items/item_scroll_label_tiny_runes.png	1	373	16	20
asset	items/item_scroll_label_velom.png	51	373	16	20
asset	items/item_scroll_parchment.png	101	373	16	20
asset	items/item_scroll_red_ribbon.png	151	373	16	20
asset	items/item_scroll_smoke_marked.png	201	373	16	20
asset	items/item_scroll_star_script.png	251	373	16	20
asset	items/item_scroll_tiny_runes.png	301	373	16	20
asset	items/item_short_sword.png	351	373	16	20
asset	items/item_shortbow.png	401	373	16	20
asset	items/item_silver_dagger.png	451	373	16	20
asset	items/item_sling.png	501	373	16	20
asset	items/item_sling_stone.png	551	373	16	20
asset	items/item_spear.png	601	373	16	20
asset	items/item_spellbook.png	651	373	16	20
asset	items/item_splint_mail.png	701	373	16	20
asset	items/item_studded_belt.png	751	373	16	20
asset	items/item_studded_leather.png	801	373	16	20
asset	items/item_talisman.png	851	373	16	20
asset	items/item_tool_kit.png	901	373	16	20
asset	items/item_torch.png	951	373	16	20
asset	items/item_tower_shield.png	1001	373	16	20
asset	items/item_travel_cloak.png	1051	373	16	20
asset	items/item_traveler_clothes.png	1101	373	16	20
asset	items/item_treasure_trinket.png	1151	373	16	20
asset	items/item_trinket_charm.png	1201	373	16	20
asset	items/item_trinket_token.png	1251	373	16	20
asset	items/item_trophy_bone.png	1301	373	16	20
asset	items/item_trophy_organic.png	1351	373	16	20
asset	items/item_two_handed_sword.png	1401	373	16	20
asset	items/item_wand_ash.png	1451	373	16	20
asset	items/item_wand_black_ash.png	1501	373	16	20
asset	items/item_wand_brass.png	1	435	16	20
asset	items/item_wand_clear_lacquered.png	51	435	16	20
asset	items/item_wand_crystal_banded.png	101	435	16	20
asset	items/item_wand_frosted.png	151	435	16	20
asset	items/item_wand_green_veined.png	201	435	16	20
asset	items/item_wand_heat_striped.png	251	435	16	20
