format	2
image	atlas.webp
cell_size	16	32
world_cell_aspect	2
default_zoom	1.5
placeholder	1	1	16	32
asset	items/item_black_bear_corpse.png	145	35	16	32
asset	items/item_boar_corpse.png	163	35	16	32
asset	items/item_bolt.png	181	35	16	32
asset	items/item_brown_bear_corpse.png	199	35	16	32
asset	items/item_buckler.png	217	35	16	32
asset	items/item_bugbear_corpse.png	235	35	16	32
asset	items/item_caltrops.png	253	35	16	32
asset	items/item_chain_mail.png	271	35	16	32
asset	items/item_chain_mail_plus1.png	289	35	16	32
asset	items/item_club.png	307	35	16	32
asset	items/item_dagger.png	325	35	16	32
asset	items/item_dire_wolf_corpse.png	343	35	16	32
asset	items/item_dungeon_masters_eraser.png	361	35	16	32
asset	items/item_field_dressing.png	379	35	16	32
asset	items/item_flail.png	397	35	16	32
asset	items/item_flaming_longsword.png	415	35	16	32
asset	items/item_ghoul_corpse.png	433	35	16	32
asset	items/item_giant_bat_corpse.png	451	35	16	32
asset	items/item_giant_rat_corpse.png	469	35	16	32
asset	items/item_giant_spider_corpse.png	487	35	16	32
asset	items/item_giant_toad_corpse.png	505	35	16	32
asset	items/item_gnoll_corpse.png	523	35	16	32
asset	items/item_goblin_corpse.png	541	35	16	32
asset	items/item_gold_pieces.png	1	69	16	32
asset	items/item_greater_healing_potion.png	19	69	16	32
asset	items/item_halberd.png	37	69	16	32
asset	items/item_hand_axe.png	55	69	16	32
asset	items/item_healing_potion.png	73	69	16	32
asset	items/item_heavy_crossbow.png	91	69	16	32
asset	items/item_hobgoblin_corpse.png	109	69	16	32
asset	items/item_holy_symbol.png	127	69	16	32
asset	items/item_iron_bracers.png	145	69	16	32
asset	items/item_iron_gauntlets.png	163	69	16	32
asset	items/item_iron_helm.png	181	69	16	32
asset	items/item_iron_pitons.png	199	69	16	32
asset	items/item_item.png	217	69	16	32
asset	items/item_kite_shield.png	235	69	16	32
asset	items/item_kobold_corpse.png	253	69	16	32
asset	items/item_lantern.png	271	69	16	32
asset	items/item_lantern_oil.png	289	69	16	32
asset	items/item_leather_armor.png	307	69	16	32
asset	items/item_leather_boots.png	325	69	16	32
asset	items/item_leather_cap.png	343	69	16	32
asset	items/item_leather_gloves.png	361	69	16	32
asset	items/item_lesser_healing_potion.png	379	69	16	32
asset	items/item_light_crossbow.png	397	69	16	32
asset	items/item_lockpicks.png	415	69	16	32
asset	items/item_longbow.png	433	69	16	32
asset	items/item_longsword.png	451	69	16	32
asset	items/item_longsword_plus1.png	469	69	16	32
asset	items/item_mace.png	487	69	16	32
asset	items/item_mana_potion.png	505	69	16	32
asset	items/item_morning_star.png	523	69	16	32
asset	items/item_net.png	541	69	16	32
asset	items/item_ogre_corpse.png	1	103	16	32
asset	items/item_oil_flask.png	19	103	16	32
asset	items/item_orc_corpse.png	37	103	16	32
asset	items/item_padded_armor.png	55	103	16	32
asset	items/item_plate_mail.png	73	103	16	32
asset	items/item_quarterstaff.png	91	103	16	32
asset	items/item_rations.png	109	103	16	32
asset	items/item_ring_mail.png	127	103	16	32
asset	items/item_ring_of_protection1.png	145	103	16	32
asset	items/item_ring_of_warmth.png	163	103	16	32
asset	items/item_rope.png	181	103	16	32
asset	items/item_rope_belt.png	199	103	16	32
asset	items/item_rust_removal_kit.png	217	103	16	32
asset	items/item_rusty_knife.png	235	103	16	32
asset	items/item_scale_mail.png	253	103	16	32
asset	items/item_scimitar.png	271	103	16	32
asset	items/item_scroll_of_identify.png	289	103	16	32
asset	items/item_scroll_of_remove_curse.png	307	103	16	32
asset	items/item_short_sword.png	325	103	16	32
asset	items/item_shortbow.png	343	103	16	32
asset	items/item_shovel.png	361	103	16	32
asset	items/item_silver_dagger.png	379	103	16	32
asset	items/item_skeleton_corpse.png	397	103	16	32
asset	items/item_sling.png	415	103	16	32
asset	items/item_sling_stone.png	433	103	16	32
asset	items/item_spear.png	451	103	16	32
asset	items/item_spellbook.png	469	103	16	32
asset	items/item_splint_mail.png	487	103	16	32
asset	items/item_studded_belt.png	505	103	16	32
asset	items/item_studded_leather.png	523	103	16	32
asset	items/item_torch.png	541	103	16	32
asset	items/item_travel_cloak.png	1	137	16	32
asset	items/item_traveler_clothes.png	19	137	16	32
asset	items/item_troll_corpse.png	37	137	16	32
asset	items/item_two_handed_sword.png	55	137	16	32
asset	items/item_wand_of_magic_missile.png	73	137	16	32
asset	items/item_war_hammer.png	91	137	16	32
asset	items/item_warg_corpse.png	109	137	16	32
asset	items/item_waterskin.png	127	137	16	32
asset	items/item_wild_dog_corpse.png	145	137	16	32
asset	items/item_wolf_corpse.png	163	137	16	32
asset	items/item_wooden_shield.png	181	137	16	32
asset	items/item_zombie_corpse.png	199	137	16	32
asset	misc/misc_unknown.png	217	137	16	32
asset	monsters/monster_adamantine_golem.png	235	137	16	32
asset	monsters/monster_animated_armor.png	253	137	16	32
asset	monsters/monster_ankheg.png	271	137	16	32
asset	monsters/monster_archlich.png	289	137	16	32
asset	monsters/monster_bandit.png	307	137	16	32
asset	monsters/monster_bandit_cutthroat.png	325	137	16	32
asset	monsters/monster_bandit_enforcer.png	343	137	16	32
asset	monsters/monster_banshee.png	361	137	16	32
asset	monsters/monster_basilisk.png	379	137	16	32
asset	monsters/monster_beacon_watch_skeleton.png	397	137	16	32
asset	monsters/monster_beacon_watcher.png	415	137	16	32
asset	monsters/monster_beacon_watcher_revenant.png	433	137	16	32
asset	monsters/monster_black_bear.png	451	137	16	32
asset	monsters/monster_black_pudding.png	469	137	16	32
asset	monsters/monster_blackglass_bandit.png	487	137	16	32
asset	monsters/monster_blackglass_bat.png	505	137	16	32
asset	monsters/monster_blackglass_drake.png	523	137	16	32
asset	monsters/monster_blackglass_drakelet.png	541	137	16	32
asset	monsters/monster_blackglass_hound.png	1	171	16	32
asset	monsters/monster_blackglass_kobold.png	19	171	16	32
asset	monsters/monster_blackglass_legionary.png	37	171	16	32
asset	monsters/monster_blackglass_priest.png	55	171	16	32
asset	monsters/monster_blackglass_rat.png	73	171	16	32
asset	monsters/monster_blackglass_spider.png	91	171	16	32
asset	monsters/monster_blackglass_stag.png	109	171	16	32
asset	monsters/monster_blackglass_thrall.png	127	171	16	32
asset	monsters/monster_blackglass_vermin.png	145	171	16	32
asset	monsters/monster_blackglass_zombie.png	163	171	16	32
asset	monsters/monster_blood_seal_wraith.png	181	171	16	32
asset	monsters/monster_boar.png	199	171	16	32
asset	monsters/monster_bone_caller.png	217	171	16	32
asset	monsters/monster_briar_hound.png	235	171	16	32
asset	monsters/monster_brown_bear.png	253	171	16	32
asset	monsters/monster_bugbear.png	271	171	16	32
asset	monsters/monster_bugbear_mauler.png	289	171	16	32
asset	monsters/monster_bugbear_stalker.png	307	171	16	32
asset	monsters/monster_bulette.png	325	171	16	32
asset	monsters/monster_burrow_spider.png	343	171	16	32
asset	monsters/monster_carrion_crawler.png	361	171	16	32
asset	monsters/monster_cave_bear.png	379	171	16	32
asset	monsters/monster_cave_fisher.png	397	171	16	32
asset	monsters/monster_cave_kobold.png	415	171	16	32
asset	monsters/monster_cave_lizard.png	433	171	16	32
asset	monsters/monster_cave_spider.png	451	171	16	32
asset	monsters/monster_cave_wolf.png	469	171	16	32
asset	monsters/monster_chimera.png	487	171	16	32
asset	monsters/monster_cockatrice.png	505	171	16	32
asset	monsters/monster_colossus.png	523	171	16	32
asset	monsters/monster_core_drake.png	541	171	16	32
asset	monsters/monster_crocodile.png	1	205	16	32
asset	monsters/monster_cult_acolyte.png	19	205	16	32
asset	monsters/monster_cult_zealot.png	37	205	16	32
asset	monsters/monster_darkmantle.png	55	205	16	32
asset	monsters/monster_death_knight.png	73	205	16	32
asset	monsters/monster_deep_blackglass_armored_zombie.png	91	205	16	32
asset	monsters/monster_deep_blackglass_drake.png	109	205	16	32
asset	monsters/monster_deep_blackglass_hound.png	127	205	16	32
asset	monsters/monster_deep_blackglass_rat.png	145	205	16	32
asset	monsters/monster_deep_blackglass_spider.png	163	205	16	32
asset	monsters/monster_deep_blackglass_wraith.png	181	205	16	32
asset	monsters/monster_deep_blackglass_zombie.png	199	205	16	32
asset	monsters/monster_dire_bear.png	217	205	16	32
asset	monsters/monster_dire_boar.png	235	205	16	32
asset	monsters/monster_dire_wolf.png	253	205	16	32
asset	monsters/monster_dracolich.png	271	205	16	32
asset	monsters/monster_draconic_knight.png	289	205	16	32
asset	monsters/monster_drakespawn_whelp.png	307	205	16	32
asset	monsters/monster_duergar_guard.png	325	205	16	32
asset	monsters/monster_duergar_marauder.png	343	205	16	32
asset	monsters/monster_duergar_scout.png	361	205	16	32
asset	monsters/monster_dustwing_bat.png	379	205	16	32
asset	monsters/monster_ettercap.png	397	205	16	32
asset	monsters/monster_fallen_lance.png	415	205	16	32
asset	monsters/monster_fallen_lance_knight.png	433	205	16	32
asset	monsters/monster_fire_elemental.png	451	205	16	32
asset	monsters/monster_fire_giant.png	469	205	16	32
asset	monsters/monster_fire_sprite.png	487	205	16	32
asset	monsters/monster_flesh_golem.png	505	205	16	32
asset	monsters/monster_flying_sword.png	523	205	16	32
asset	monsters/monster_forest_bandit.png	541	205	16	32
asset	monsters/monster_forest_hound.png	1	239	16	32
asset	monsters/monster_frost_elemental.png	19	239	16	32
asset	monsters/monster_frost_giant.png	37	239	16	32
asset	monsters/monster_frost_sprite.png	55	239	16	32
asset	monsters/monster_gargoyle.png	73	239	16	32
asset	monsters/monster_gate_skeleton.png	91	239	16	32
asset	monsters/monster_gelatinous_cube.png	109	239	16	32
asset	monsters/monster_ghost.png	127	239	16	32
asset	monsters/monster_ghoul.png	145	239	16	32
asset	monsters/monster_giant_bat.png	163	239	16	32
asset	monsters/monster_giant_beetle.png	181	239	16	32
asset	monsters/monster_giant_centipede.png	199	239	16	32
asset	monsters/monster_giant_crab.png	217	239	16	32
asset	monsters/monster_giant_fire_beetle.png	235	239	16	32
asset	monsters/monster_giant_lizard.png	253	239	16	32
asset	monsters/monster_giant_rat.png	271	239	16	32
asset	monsters/monster_giant_spider.png	289	239	16	32
asset	monsters/monster_giant_toad.png	307	239	16	32
asset	monsters/monster_glassroot_spider.png	325	239	16	32
asset	monsters/monster_gnoll.png	343	239	16	32
asset	monsters/monster_goblin.png	361	239	16	32
asset	monsters/monster_goblin_brute.png	379	239	16	32
asset	monsters/monster_goblin_chief.png	397	239	16	32
asset	monsters/monster_goblin_raider.png	415	239	16	32
asset	monsters/monster_goblin_shaman.png	433	239	16	32
asset	monsters/monster_goblin_sneak.png	451	239	16	32
asset	monsters/monster_goblin_trapper.png	469	239	16	32
asset	monsters/monster_grave_binder.png	487	239	16	32
asset	monsters/monster_grave_hound.png	505	239	16	32
asset	monsters/monster_grave_necromancer.png	523	239	16	32
asset	monsters/monster_gray_dwarf_guard.png	541	239	16	32
asset	monsters/monster_gray_dwarf_marauder.png	1	273	16	32
asset	monsters/monster_gray_dwarf_scout.png	19	273	16	32
asset	monsters/monster_gray_ooze.png	37	273	16	32
asset	monsters/monster_greater_fire_elemental.png	55	273	16	32
asset	monsters/monster_greater_frost_elemental.png	73	273	16	32
asset	monsters/monster_greater_storm_elemental.png	91	273	16	32
asset	monsters/monster_harpy.png	109	273	16	32
asset	monsters/monster_helmed_horror.png	127	273	16	32
asset	monsters/monster_hill_giant.png	145	273	16	32
asset	monsters/monster_hobgoblin.png	163	273	16	32
asset	monsters/monster_hobgoblin_captain.png	181	273	16	32
asset	monsters/monster_hobgoblin_soldier.png	199	273	16	32
asset	monsters/monster_hydra.png	217	273	16	32
asset	monsters/monster_iron_golem.png	235	273	16	32
asset	monsters/monster_kobold.png	253	273	16	32
asset	monsters/monster_kobold_packleader.png	271	273	16	32
asset	monsters/monster_kobold_scout.png	289	273	16	32
asset	monsters/monster_kraken.png	307	273	16	32
asset	monsters/monster_lesser_drake.png	325	273	16	32
asset	monsters/monster_lich.png	343	273	16	32
asset	monsters/monster_lightglass_apparition.png	361	273	16	32
asset	monsters/monster_lightglass_ghost.png	379	273	16	32
asset	monsters/monster_lightning_wisp.png	397	273	16	32
asset	monsters/monster_lizardfolk_raider.png	415	273	16	32
asset	monsters/monster_manticore.png	433	273	16	32
asset	monsters/monster_medusa.png	451	273	16	32
asset	monsters/monster_mercenary_axeman.png	469	273	16	32
asset	monsters/monster_mercenary_shieldman.png	487	273	16	32
asset	monsters/monster_mimic.png	505	273	16	32
asset	monsters/monster_minotaur.png	523	273	16	32
asset	monsters/monster_mummy.png	541	273	16	32
asset	monsters/monster_necromancer.png	1	307	16	32
asset	monsters/monster_novice_necromancer.png	19	307	16	32
asset	monsters/monster_ochre_jelly.png	37	307	16	32
asset	monsters/monster_ogre.png	55	307	16	32
asset	monsters/monster_orc.png	73	307	16	32
asset	monsters/monster_orc_hexer.png	91	307	16	32
asset	monsters/monster_orc_ravager.png	109	307	16	32
asset	monsters/monster_orc_reaver.png	127	307	16	32
asset	monsters/monster_owlbear.png	145	307	16	32
asset	monsters/monster_piercer.png	163	307	16	32
asset	monsters/monster_plague_zombie.png	181	307	16	32
asset	monsters/monster_primordial_dragon.png	199	307	16	32
asset	monsters/monster_primordial_dragon_husk.png	217	307	16	32
asset	monsters/monster_primordial_husk.png	235	307	16	32
asset	monsters/monster_purple_worm.png	253	307	16	32
asset	monsters/monster_rat.png	271	307	16	32
asset	monsters/monster_rift_bat.png	289	307	16	32
asset	monsters/monster_rime_sprite.png	307	307	16	32
asset	monsters/monster_road_ogre.png	325	307	16	32
asset	monsters/monster_road_wrecker.png	343	307	16	32
asset	monsters/monster_root_bound_dead.png	361	307	16	32
asset	monsters/monster_root_bound_zombie.png	379	307	16	32
asset	monsters/monster_root_stalker.png	397	307	16	32
asset	monsters/monster_rootclaw_drakelet.png	415	307	16	32
asset	monsters/monster_roper.png	433	307	16	32
asset	monsters/monster_rotting_dead.png	451	307	16	32
asset	monsters/monster_rotting_ghoul.png	469	307	16	32
asset	monsters/monster_rotting_zombie.png	487	307	16	32
asset	monsters/monster_rust_monster.png	505	307	16	32
asset	monsters/monster_sahuagin_priest.png	523	307	16	32
asset	monsters/monster_sahuagin_raider.png	541	307	16	32
asset	monsters/monster_sahuagin_sea_priest.png	1	341	16	32
asset	monsters/monster_sahuagin_sea_raider.png	19	341	16	32
asset	monsters/monster_sap_ghoul.png	37	341	16	32
asset	monsters/monster_scar_raider.png	55	341	16	32
asset	monsters/monster_scar_rat.png	73	341	16	32
asset	monsters/monster_scar_stalker.png	91	341	16	32
asset	monsters/monster_scrawny_goblin.png	109	341	16	32
asset	monsters/monster_seal_penitent.png	127	341	16	32
asset	monsters/monster_seal_penitent_priest.png	145	341	16	32
asset	monsters/monster_shadow.png	163	341	16	32
asset	monsters/monster_shard_priest.png	181	341	16	32
asset	monsters/monster_shardhorn_stag.png	199	341	16	32
asset	monsters/monster_shardling_kobold.png	217	341	16	32
asset	monsters/monster_shardmouth_hound.png	235	341	16	32
asset	monsters/monster_shrieker.png	253	341	16	32
asset	monsters/monster_skeletal_knight.png	271	341	16	32
asset	monsters/monster_skeleton.png	289	341	16	32
asset	monsters/monster_skeleton_axeman.png	307	341	16	32
asset	monsters/monster_skeleton_spearman.png	325	341	16	32
asset	monsters/monster_specter.png	343	341	16	32
asset	monsters/monster_starfall_scavenger.png	361	341	16	32
asset	monsters/monster_stirge.png	379	341	16	32
asset	monsters/monster_stone_drake.png	397	341	16	32
asset	monsters/monster_stone_gargoyle.png	415	341	16	32
asset	monsters/monster_stone_giant.png	433	341	16	32
asset	monsters/monster_stone_golem.png	451	341	16	32
asset	monsters/monster_stoneclaw_drakelet.png	469	341	16	32
asset	monsters/monster_storm_elemental.png	487	341	16	32
asset	monsters/monster_storm_giant.png	505	341	16	32
asset	monsters/monster_thorn_widow.png	523	341	16	32
asset	monsters/monster_titan.png	541	341	16	32
asset	monsters/monster_tomb_ghoul.png	1	375	16	32
asset	monsters/monster_troglodyte.png	19	375	16	32
asset	monsters/monster_troglodyte_brute.png	37	375	16	32
asset	monsters/monster_troll.png	55	375	16	32
asset	monsters/monster_tunnel_bandit.png	73	375	16	32
asset	monsters/monster_tunnel_boar.png	91	375	16	32
asset	monsters/monster_tunnel_kobold.png	109	375	16	32
asset	monsters/monster_tunnel_raider.png	127	375	16	32
asset	monsters/monster_tunnel_warg.png	145	375	16	32
asset	monsters/monster_umber_hulk.png	163	375	16	32
asset	monsters/monster_underway_skirmisher.png	181	375	16	32
asset	monsters/monster_vampire_spawn.png	199	375	16	32
asset	monsters/monster_vault_skeleton.png	217	375	16	32
asset	monsters/monster_vein_weaver.png	235	375	16	32
asset	monsters/monster_violet_fungus.png	253	375	16	32
asset	monsters/monster_warden_thrall.png	271	375	16	32
asset	monsters/monster_warden_thrall_knight.png	289	375	16	32
asset	monsters/monster_warden_undead_knight.png	307	375	16	32
asset	monsters/monster_warg.png	325	375	16	32
asset	monsters/monster_water_weird.png	343	375	16	32
asset	monsters/monster_white_seal_revenant.png	361	375	16	32
asset	monsters/monster_white_seal_undead_priest.png	379	375	16	32
asset	monsters/monster_wight_soldier.png	397	375	16	32
asset	monsters/monster_wight_vanguard.png	415	375	16	32
asset	monsters/monster_wild_dog.png	433	375	16	32
asset	monsters/monster_will_o_wisp.png	451	375	16	32
asset	monsters/monster_wolf.png	469	375	16	32
asset	monsters/monster_wolf_spider.png	487	375	16	32
asset	monsters/monster_wraith.png	505	375	16	32
asset	monsters/monster_wyvern.png	523	375	16	32
asset	monsters/monster_xorn.png	541	375	16	32
asset	monsters/monster_zombie.png	1	409	16	32
asset	npcs/npc_chicken.png	19	409	16	32
asset	npcs/npc_child.png	37	409	16	32
asset	npcs/npc_dog.png	55	409	16	32
asset	npcs/npc_dwarf_generic.png	73	409	16	32
asset	npcs/npc_elf_generic.png	91	409	16	32
asset	npcs/npc_elf_wizard.png	109	409	16	32
asset	npcs/npc_farmer_wife.png	127	409	16	32
asset	npcs/npc_generic_gnome.png	145	409	16	32
asset	npcs/npc_goat.png	163	409	16	32
asset	npcs/npc_human_adventurer.png	181	409	16	32
asset	npcs/npc_human_farmer.png	199	409	16	32
asset	npcs/npc_human_fisherman.png	217	409	16	32
asset	npcs/npc_human_generic.png	235	409	16	32
asset	npcs/npc_human_knight.png	253	409	16	32
asset	npcs/npc_human_priest.png	271	409	16	32
asset	npcs/npc_human_shopkeep.png	289	409	16	32
asset	npcs/npc_mule.png	307	409	16	32
asset	player/player_cleric.png	325	409	16	32
asset	player/player_druid.png	343	409	16	32
asset	player/player_fighter.png	361	409	16	32
asset	player/player_paladin.png	379	409	16	32
asset	player/player_ranger.png	397	409	16	32
asset	player/player_rogue.png	415	409	16	32
asset	player/player_sorcerer.png	433	409	16	32
asset	player/player_wizard.png	451	409	16	32
asset	pois/poi_ash_tower.png	469	409	16	32
asset	pois/poi_bandit_camp.png	487	409	16	32
asset	pois/poi_blackglass_cavern.png	505	409	16	32
asset	pois/poi_bonebridge_redoubt.png	523	409	16	32
asset	pois/poi_briar_saint_grove.png	541	409	16	32
asset	pois/poi_broken_watchtower.png	1	443	16	32
asset	pois/poi_burned_cottage.png	19	443	16	32
asset	pois/poi_camp_kestrel.png	37	443	16	32
asset	pois/poi_chalkhill_burrows.png	55	443	16	32
asset	pois/poi_cistern_hatch.png	73	443	16	32
asset	pois/poi_docks.png	91	443	16	32
asset	pois/poi_elderwyrm_grove.png	109	443	16	32
asset	pois/poi_ember_monastery.png	127	443	16	32
asset	pois/poi_fallen_lance_camp.png	145	443	16	32
asset	pois/poi_floodgate_cistern.png	163	443	16	32
asset	pois/poi_glassneedle_ravine.png	181	443	16	32
asset	pois/poi_glassroot_hollow.png	199	443	16	32
asset	pois/poi_goblin_cave.png	217	443	16	32
asset	pois/poi_havenford.png	235	443	16	32
asset	pois/poi_highmark.png	253	443	16	32
asset	pois/poi_kings_barrow.png	271	443	16	32
asset	pois/poi_moonwell_observatory.png	289	443	16	32
asset	pois/poi_mossvale_clearing.png	307	443	16	32
asset	pois/poi_orc_base.png	325	443	16	32
asset	pois/poi_reedmire_shrine.png	343	443	16	32
asset	pois/poi_relay_warrens.png	361	443	16	32
asset	pois/poi_roadside_shrine.png	379	443	16	32
asset	pois/poi_serpentwater_oasis.png	397	443	16	32
asset	pois/poi_shalehook_mine.png	415	443	16	32
asset	pois/poi_smuggler_grotto.png	433	443	16	32
asset	pois/poi_starfall_root.png	451	443	16	32
asset	pois/poi_stonecleft.png	469	443	16	32
asset	pois/poi_stonecleft_passage.png	487	443	16	32
asset	pois/poi_sunken_crypt.png	505	443	16	32
asset	pois/poi_telwynd.png	523	443	16	32
asset	pois/poi_tidehook_docks.png	541	443	16	32
asset	pois/poi_trollking_cave.png	1	477	16	32
asset	pois/poi_white_seal_tower.png	19	477	16	32
asset	world_tiles/world_tile_deep_scar.png	37	477	16	32
asset	world_tiles/world_tile_forest.png	55	477	16	32
asset	world_tiles/world_tile_high_mountain.png	73	477	16	32
asset	world_tiles/world_tile_hills.png	91	477	16	32
asset	world_tiles/world_tile_mountain.png	109	477	16	32
asset	world_tiles/world_tile_plains.png	127	477	16	32
asset	world_tiles/world_tile_road.png	145	477	16	32
asset	world_tiles/world_tile_scar.png	163	477	16	32
asset	world_tiles/world_tile_shore.png	181	477	16	32
asset	world_tiles/world_tile_swamp.png	199	477	16	32
asset	world_tiles/world_tile_water.png	217	477	16	32
asset	zone_props/zone_prop_anvil.png	235	477	16	32
asset	zone_props/zone_prop_armor_rack.png	253	477	16	32
asset	zone_props/zone_prop_bed.png	271	477	16	32
asset	zone_props/zone_prop_bedroll.png	289	477	16	32
asset	zone_props/zone_prop_blackglass_spire.png	307	477	16	32
asset	zone_props/zone_prop_boat.png	325	477	16	32
asset	zone_props/zone_prop_bookshelf.png	343	477	16	32
asset	zone_props/zone_prop_brush.png	361	477	16	32
asset	zone_props/zone_prop_campfire.png	379	477	16	32
asset	zone_props/zone_prop_chair_left.png	397	477	16	32
asset	zone_props/zone_prop_chair_right.png	415	477	16	32
asset	zone_props/zone_prop_container_barrel_closed.png	433	477	16	32
asset	zone_props/zone_prop_container_barrel_open.png	451	477	16	32
asset	zone_props/zone_prop_container_chest_closed.png	469	477	16	32
asset	zone_props/zone_prop_container_chest_open.png	487	477	16	32
asset	zone_props/zone_prop_container_crate_closed.png	505	477	16	32
asset	zone_props/zone_prop_container_crate_open.png	523	477	16	32
asset	zone_props/zone_prop_container_crevice.png	541	477	16	32
asset	zone_props/zone_prop_fence.png	1	511	16	32
asset	zone_props/zone_prop_generic.png	19	511	16	32
asset	zone_props/zone_prop_giant_tree_canopy.png	37	511	16	32
asset	zone_props/zone_prop_giant_tree_trunk.png	55	511	16	32
asset	zone_props/zone_prop_grove_bench.png	73	511	16	32
asset	zone_props/zone_prop_lamplight.png	91	511	16	32
asset	zone_props/zone_prop_net_rack.png	109	511	16	32
asset	zone_props/zone_prop_rubble.png	127	511	16	32
asset	zone_props/zone_prop_statue.png	145	511	16	32
asset	zone_props/zone_prop_stone_bench.png	163	511	16	32
asset	zone_props/zone_prop_stone_stairs_down.png	181	511	16	32
asset	zone_props/zone_prop_stone_stairs_up.png	199	511	16	32
asset	zone_props/zone_prop_story_final_blood_seal.png	217	511	16	32
asset	zone_props/zone_prop_story_stoneward_gate.png	235	511	16	32
asset	zone_props/zone_prop_story_veiled_grove.png	253	511	16	32
asset	zone_props/zone_prop_supply_sack.png	271	511	16	32
asset	zone_props/zone_prop_table.png	289	511	16	32
asset	zone_props/zone_prop_transition.png	307	511	16	32
asset	zone_props/zone_prop_trees.png	325	511	16	32
asset	zone_props/zone_prop_weapon_rack.png	343	511	16	32
asset	zone_props/zone_prop_wooden_stairs_down.png	361	511	16	32
asset	zone_props/zone_prop_wooden_stairs_up.png	379	511	16	32
asset	zone_props/zone_prop_wooden_stump.png	397	511	16	32
asset	zone_tiles/zone_tile_blackglass_field.png	415	511	16	32
asset	zone_tiles/zone_tile_blackglass_wall.png	433	511	16	32
asset	zone_tiles/zone_tile_deep_water.png	451	511	16	32
asset	zone_tiles/zone_tile_dirt_floor.png	469	511	16	32
asset	zone_tiles/zone_tile_door.png	487	511	16	32
asset	zone_tiles/zone_tile_grass.png	505	511	16	32
asset	zone_tiles/zone_tile_hill.png	523	511	16	32
asset	zone_tiles/zone_tile_mountain.png	541	511	16	32
asset	zone_tiles/zone_tile_open_door.png	1	545	16	32
asset	zone_tiles/zone_tile_pit.png	19	545	16	32
asset	zone_tiles/zone_tile_road.png	37	545	16	32
asset	zone_tiles/zone_tile_sand.png	55	545	16	32
asset	zone_tiles/zone_tile_secret_door.png	73	545	16	32
asset	zone_tiles/zone_tile_shallow_water.png	91	545	16	32
asset	zone_tiles/zone_tile_wall.png	109	545	16	32
asset	zone_tiles/zone_tile_wood_floor.png	127	545	16	32
asset	zone_tiles/zone_tile_wood_wall.png	145	545	16	32
